"","vegdv","treatments"
"X3_1_6_7_EN",3.93596164535597,"3_1_6EN_53"
"X3_1_6_8_EN",7.76632691544852,"3_1_6EN_53"
"X3_1_6_9_EN",5.53756998929571,"3_1_6EN_53"
"X3_1_7_1_EN",8.35493739367973,"3_1_7EN_54"
"X3_1_7_10_EN",6.49625664056907,"3_1_7EN_54"
"X3_1_7_2_EN",7.89681482797053,"3_1_7EN_54"
"X3_1_7_3_EN",5.04151625249195,"3_1_7EN_54"
"X3_1_7_4_EN",3.03889219261162,"3_1_7EN_54"
"X3_1_7_5_EN",6.53645775378559,"3_1_7EN_54"
"X3_1_7_6_EN",7.07889500508769,"3_1_7EN_54"
"X3_1_7_7_EN",7.22365744504537,"3_1_7EN_54"
"X3_1_7_8_EN",3.06830507301641,"3_1_7EN_54"
"X3_1_7_9_EN",5.0546046785132,"3_1_7EN_54"
"X3_2_1_1_EN",5.73291667390279,"3_2_1EN_55"
"X3_2_1_10_EN",6.53864842049286,"3_2_1EN_55"
"X3_2_1_2_EN",7.1292512203853,"3_2_1EN_55"
"X3_2_1_3_EN",7.22681370310361,"3_2_1EN_55"
"X3_2_1_4_EN",8.28931661704148,"3_2_1EN_55"
"X3_2_1_5_EN",7.88018890257271,"3_2_1EN_55"
"X3_2_1_6_EN",1.91578742049115,"3_2_1EN_55"
"X3_2_1_7_EN",7.96732097085419,"3_2_1EN_55"
"X3_2_1_8_EN",7.59101664467918,"3_2_1EN_55"
"X3_2_1_9_EN",7.67617558457161,"3_2_1EN_55"
"X3_2_2_1_EN",5.36499056454361,"3_2_2EN_56"
"X3_2_2_10_EN",7.35032913177619,"3_2_2EN_56"
"X3_2_2_2_EN",2.67097664532349,"3_2_2EN_56"
"X3_2_2_3_EN",4.00604552597262,"3_2_2EN_56"
"X3_2_2_4_EN",7.76862946414182,"3_2_2EN_56"
"X3_2_2_5_EN",5.04151625249195,"3_2_2EN_56"
"X3_2_2_6_EN",8.12718035279795,"3_2_2EN_56"
"X3_2_2_7_EN",4.3643627485599,"3_2_2EN_56"
"X3_2_2_8_EN",2.65854147073181,"3_2_2EN_56"
"X3_2_2_9_EN",5.59625559434647,"3_2_2EN_56"
"X3_2_3_1_EN",4.60302811888261,"3_2_3EN_57"
"X3_2_3_10_EN",6.80307956836622,"3_2_3EN_57"
"X3_2_3_2_EN",7.82808736046894,"3_2_3EN_57"
"X3_2_3_3_EN",5.6011509198128,"3_2_3EN_57"
"X3_2_3_4_EN",4.6165745923594,"3_2_3EN_57"
"X3_2_3_5_EN",7.88181521403015,"3_2_3EN_57"
"X3_2_3_6_EN",7.67083046544306,"3_2_3EN_57"
"X3_2_3_7_EN",3.80178670764748,"3_2_3EN_57"
"X3_2_3_8_EN",6.43385741747394,"3_2_3EN_57"
"X3_2_3_9_EN",3.1054240914926,"3_2_3EN_57"
"X3_2_4_1_EN",7.61639500511086,"3_2_4EN_58"
"X3_2_4_10_EN",8.31018927642894,"3_2_4EN_58"
"X3_2_4_2_EN",2.15511427059294,"3_2_4EN_58"
"X3_2_4_3_EN",5.34297508353081,"3_2_4EN_58"
"X3_2_4_4_EN",8.33660167160381,"3_2_4EN_58"
"X3_2_4_5_EN",5.18814878186477,"3_2_4EN_58"
"X3_2_4_6_EN",6.84373633148468,"3_2_4EN_58"
"X3_2_4_7_EN",6.75991824040841,"3_2_4EN_58"
"X3_2_4_8_EN",5.77604182687427,"3_2_4EN_58"
"X3_2_4_9_EN",4.42534480140949,"3_2_4EN_58"
"X3_2_5_1_EN",4.5566338269821,"3_2_5EN_59"
"X3_2_5_2_EN",8.34742181739814,"3_2_5EN_59"
"X3_2_5_3_EN",7.59205432754957,"3_2_5EN_59"
"X3_2_5_4_EN",6.96965721737548,"3_2_5EN_59"
"X3_2_5_5_EN",6.19865993242488,"3_2_5EN_59"
"X3_2_5_6_EN",7.25468935671796,"3_2_5EN_59"
"X3_2_5_7_EN",8.34361262957509,"3_2_5EN_59"
"X3_2_5_8_EN",8.33913077087938,"3_2_5EN_59"
"X3_2_5_9_EN",7.60421620509559,"3_2_5EN_59"
"X3_2_6_1_EN",8.35298766718775,"3_2_6EN_60"
"X3_2_6_10_EN",7.30960904005391,"3_2_6EN_60"
"X3_2_6_3_EN",8.13961437421815,"3_2_6EN_60"
"X3_2_6_5_EN",7.80201250362992,"3_2_6EN_60"
"X3_2_6_6_EN",8.35233073688998,"3_2_6EN_60"
"X3_2_6_7_EN",5.17694456909077,"3_2_6EN_60"
"X3_2_6_8_EN",7.30969885557583,"3_2_6EN_60"
"X3_2_6_9_EN",8.31903778179675,"3_2_6EN_60"
"X3_2_7_1_EN",8.27593350609739,"3_2_7EN_61"
"X3_2_7_10_EN",0.700207210379413,"3_2_7EN_61"
"X3_2_7_2_EN",8.34484262117277,"3_2_7EN_61"
"X3_2_7_3_EN",1.41098793950215,"3_2_7EN_61"
"X3_2_7_4_EN",1.31322479332742,"3_2_7EN_61"
"X3_2_7_5_EN",7.69834746106476,"3_2_7EN_61"
"X3_2_7_6_EN",6.28134903206963,"3_2_7EN_61"
"X3_2_7_7_EN",8.32922030004509,"3_2_7EN_61"
"X3_2_7_8_EN",7.5783653394753,"3_2_7EN_61"
"X3_2_7_9_EN",7.21749517493822,"3_2_7EN_61"
"X3_3_1_1_EN",2.79383052574954,"3_3_1EN_62"
"X3_3_1_10_EN",5.8542348856934,"3_3_1EN_62"
"X3_3_1_2_EN",8.15895046140722,"3_3_1EN_62"
"X3_3_1_3_EN",6.67349932552187,"3_3_1EN_62"
"X3_3_1_4_EN",5.80101661588592,"3_3_1EN_62"
"X3_3_1_5_EN",8.35052119298844,"3_3_1EN_62"
"X3_3_1_6_EN",3.75419127220922,"3_3_1EN_62"
"X3_3_1_7_EN",2.46079596586029,"3_3_1EN_62"
"X3_3_1_8_EN",6.54165152504418,"3_3_1EN_62"
"X3_3_1_9_EN",6.61199146212592,"3_3_1EN_62"
"X3_3_2_1_EN",7.01583740797746,"3_3_2EN_63"
"X3_3_2_10_EN",8.05247243767676,"3_3_2EN_63"
"X3_3_2_2_EN",7.81792445373002,"3_3_2EN_63"
"X3_3_2_3_EN",6.7831652861175,"3_3_2EN_63"
"X3_3_2_4_EN",7.74795276569143,"3_3_2EN_63"
"X3_3_2_5_EN",6.31208877350998,"3_3_2EN_63"
"X3_3_2_6_EN",3.86868831220483,"3_3_2EN_63"
"X3_3_2_7_EN",7.41375686607408,"3_3_2EN_63"
"X3_3_2_8_EN",2.39176051561648,"3_3_2EN_63"
"X3_3_2_9_EN",7.95235353703938,"3_3_2EN_63"
"X3_3_3_1_EN",8.15980334602666,"3_3_3EN_64"
"X3_3_3_2_EN",3.1029623252437,"3_3_3EN_64"
"X3_3_3_3_EN",2.37650688113846,"3_3_3EN_64"
"X3_3_3_4_EN",3.71937887567845,"3_3_3EN_64"
"X3_3_3_5_EN",6.16838018410216,"3_3_3EN_64"
"X3_3_3_6_EN",6.91426166377085,"3_3_3EN_64"
"X3_3_3_7_EN",7.81339865934316,"3_3_3EN_64"
"X3_3_3_8_EN",2.74406594657083,"3_3_3EN_64"
"X3_3_3_9_EN",5.39163863363559,"3_3_3EN_64"
"X3_3_4_1_EN",5.18989482800527,"3_3_4EN_65"
"X3_3_4_2_EN",6.04376618989953,"3_3_4EN_65"
"X3_3_4_3_EN",2.90354424409853,"3_3_4EN_65"
"X3_3_4_4_EN",4.27050150352117,"3_3_4EN_65"
"X3_3_4_5_EN",4.71380591435225,"3_3_4EN_65"
"X3_3_4_6_EN",6.49382272054618,"3_3_4EN_65"
"X3_3_4_7_EN",7.43626056237595,"3_3_4EN_65"
"X3_3_4_9_EN",2.7293071120964,"3_3_4EN_65"
"X3_3_5_1_EN",6.28080381646429,"3_3_5EN_66"
"X3_3_5_10_EN",1.26512640972313,"3_3_5EN_66"
"X3_3_5_2_EN",8.34745806866497,"3_3_5EN_66"
"X3_3_5_3_EN",1.69454198792192,"3_3_5EN_66"
"X3_3_5_4_EN",4.74350896015898,"3_3_5EN_66"
"X3_3_5_5_EN",4.60813189345764,"3_3_5EN_66"
"X3_3_5_6_EN",8.34056376703142,"3_3_5EN_66"
"X3_3_5_7_EN",1.19252751218656,"3_3_5EN_66"
"X3_3_5_8_EN",2.04656093521136,"3_3_5EN_66"
"X3_3_5_9_EN",3.42080037173881,"3_3_5EN_66"
"X3_3_6_1_EN",8.27914314180265,"3_3_6EN_67"
"X3_3_6_10_EN",8.34484262117277,"3_3_6EN_67"
"X3_3_6_2_EN",4.98906602249353,"3_3_6EN_67"
"X3_3_6_3_EN",7.50493492936054,"3_3_6EN_67"
"X3_3_6_4_EN",6.17471695547934,"3_3_6EN_67"
"X3_3_6_5_EN",4.52810849126634,"3_3_6EN_67"
"X3_3_6_6_EN",8.1805315593099,"3_3_6EN_67"
"X3_3_6_7_EN",8.01540026213178,"3_3_6EN_67"
"X3_3_6_8_EN",8.0177414040455,"3_3_6EN_67"
"X3_3_6_9_EN",7.96624492537197,"3_3_6EN_67"
"X3_3_7_1_EN",7.87974952907012,"3_3_7EN_68"
"X3_3_7_10_EN",6.66496322777517,"3_3_7EN_68"
"X3_3_7_2_EN",7.39926442795494,"3_3_7EN_68"
"X3_3_7_3_EN",7.37009747685904,"3_3_7EN_68"
"X3_3_7_4_EN",5.47351657987745,"3_3_7EN_68"
"X3_3_7_5_EN",6.92017823683263,"3_3_7EN_68"
"X3_3_7_6_EN",6.38640669111943,"3_3_7EN_68"
"X3_3_7_7_EN",3.51424683382087,"3_3_7EN_68"
"X3_3_7_8_EN",3.04367992506525,"3_3_7EN_68"
"X3_3_7_9_EN",4.13802278521239,"3_3_7EN_68"
"X4_1_1_1_EN",2.20583242726283,"4_1_1EN_69"
"X4_1_1_10_EN",4.24485655685333,"4_1_1EN_69"
"X4_1_1_2_EN",5.51700026990063,"4_1_1EN_69"
"X4_1_1_3_EN",3.67398976057941,"4_1_1EN_69"
"X4_1_1_4_EN",5.09255176524369,"4_1_1EN_69"
"X4_1_1_5_EN",2.89696362172832,"4_1_1EN_69"
"X4_1_1_6_EN",2.48201719290553,"4_1_1EN_69"
"X4_1_1_7_EN",7.86264270693671,"4_1_1EN_69"
"X4_1_1_8_EN",4.6674057538354,"4_1_1EN_69"
"X4_1_1_9_EN",8.33266491916123,"4_1_1EN_69"
"X4_1_2_1_EN",7.7421986267851,"4_1_2EN_70"
"X4_1_2_10_EN",7.41900036885582,"4_1_2EN_70"
"X4_1_2_2_EN",6.8834482651054,"4_1_2EN_70"
"X4_1_2_3_EN",7.60997615990026,"4_1_2EN_70"
"X4_1_2_4_EN",7.73686676356934,"4_1_2EN_70"
"X4_1_2_5_EN",4.71415674769744,"4_1_2EN_70"
"X4_1_2_6_EN",7.41561993371531,"4_1_2EN_70"
"X4_1_2_7_EN",8.08301208483024,"4_1_2EN_70"
"X4_1_2_8_EN",7.5289265470963,"4_1_2EN_70"
"X4_1_2_9_EN",7.25631065717368,"4_1_2EN_70"
"X4_1_3_1_EN",7.93499796988792,"4_1_3EN_71"
"X4_1_3_10_EN",7.03985910264825,"4_1_3EN_71"
"X4_1_3_2_EN",2.36226801196987,"4_1_3EN_71"
"X4_1_3_3_EN",3.28778405356409,"4_1_3EN_71"
"X4_1_3_4_EN",7.75206969401638,"4_1_3EN_71"
"X4_1_3_5_EN",2.99193238363095,"4_1_3EN_71"
"X4_1_3_6_EN",8.2413157720879,"4_1_3EN_71"
"X4_1_3_7_EN",4.31213155866011,"4_1_3EN_71"
"X4_1_3_8_EN",6.79536451075586,"4_1_3EN_71"
"X4_1_3_9_EN",5.58440824815378,"4_1_3EN_71"
"X4_1_4_1_EN",5.42156185666382,"4_1_4EN_72"
"X4_1_4_10_EN",7.82502409926829,"4_1_4EN_72"
"X4_1_4_2_EN",7.36187104203165,"4_1_4EN_72"
"X4_1_4_3_EN",5.49933020289074,"4_1_4EN_72"
"X4_1_4_4_EN",8.18299823156292,"4_1_4EN_72"
"X4_1_4_5_EN",5.10066471263148,"4_1_4EN_72"
"X4_1_4_6_EN",4.63226333464635,"4_1_4EN_72"
"X4_1_4_7_EN",1.59873716968894,"4_1_4EN_72"
"X4_1_4_8_EN",3.97655406606513,"4_1_4EN_72"
"X4_1_4_9_EN",8.09870895034611,"4_1_4EN_72"
"X4_1_5_1_EN",4.99884551552362,"4_1_5EN_73"
"X4_1_5_10_EN",6.76406763370953,"4_1_5EN_73"
"X4_1_5_2_EN",5.83925913100394,"4_1_5EN_73"
"X4_1_5_3_EN",4.43011680770922,"4_1_5EN_73"
"X4_1_5_4_EN",7.1292512203853,"4_1_5EN_73"
"X4_1_5_5_EN",3.40397890145838,"4_1_5EN_73"
"X4_1_5_6_EN",3.60359241341995,"4_1_5EN_73"
"X4_1_5_7_EN",7.90984990232797,"4_1_5EN_73"
"X4_1_5_8_EN",2.67400635499108,"4_1_5EN_73"
"X4_1_5_9_EN",8.25729664734989,"4_1_5EN_73"
"X4_1_6_1_EN",4.9790331911183,"4_1_6EN_74"
"X4_1_6_10_EN",7.68982579392346,"4_1_6EN_74"
"X4_1_6_2_EN",6.09227823603994,"4_1_6EN_74"
"X4_1_6_3_EN",8.28392460456149,"4_1_6EN_74"
"X4_1_6_4_EN",7.31093996143017,"4_1_6EN_74"
"X4_1_6_5_EN",2.75785321537399,"4_1_6EN_74"
"X4_1_6_6_EN",5.81725157856732,"4_1_6EN_74"
"X4_1_6_7_EN",4.07016418117547,"4_1_6EN_74"
"X4_1_6_8_EN",8.29545704117219,"4_1_6EN_74"
"X4_1_6_9_EN",3.14729387341013,"4_1_6EN_74"
"X4_1_7_1_EN",1.95594791036674,"4_1_7EN_75"
"X4_1_7_10_EN",4.51537864799119,"4_1_7EN_75"
"X4_1_7_2_EN",6.76842538120121,"4_1_7EN_75"
"X4_1_7_3_EN",5.2015312188591,"4_1_7EN_75"
"X4_1_7_4_EN",3.70660397478216,"4_1_7EN_75"
"X4_1_7_5_EN",4.90321104454776,"4_1_7EN_75"
"X4_1_7_6_EN",3.64964890356697,"4_1_7EN_75"
"X4_1_7_7_EN",7.15139742679854,"4_1_7EN_75"
"X4_1_7_8_EN",7.3908103394908,"4_1_7EN_75"
"X4_1_7_9_EN",5.81654360232377,"4_1_7EN_75"
"X4_2_1_1_EN",5.80101661588592,"4_2_1EN_76"
"X4_2_1_10_EN",7.84657446058403,"4_2_1EN_76"
"X4_2_1_2_EN",4.44440655658942,"4_2_1EN_76"
"X4_2_1_3_EN",5.39787912096737,"4_2_1EN_76"
"X4_2_1_4_EN",2.89210895611627,"4_2_1EN_76"
"X4_2_1_5_EN",4.33270017687546,"4_2_1EN_76"
"X4_2_1_6_EN",6.8969365552593,"4_2_1EN_76"
"X4_2_1_7_EN",5.25480906068644,"4_2_1EN_76"
"X4_2_1_8_EN",7.33136175402843,"4_2_1EN_76"
"X4_2_1_9_EN",6.85181093280369,"4_2_1EN_76"
"X4_2_2_1_EN",3.78027886246928,"4_2_2EN_77"
"X4_2_2_10_EN",3.52629310825962,"4_2_2EN_77"
"X4_2_2_2_EN",6.93134385176435,"4_2_2EN_77"
"X4_2_2_3_EN",6.74593300873975,"4_2_2EN_77"
"X4_2_2_4_EN",7.79108652404593,"4_2_2EN_77"
"X4_2_2_5_EN",2.85583223430342,"4_2_2EN_77"
"X4_2_2_6_EN",2.49372214695142,"4_2_2EN_77"
"X4_2_2_7_EN",6.39360006188663,"4_2_2EN_77"
"X4_2_2_8_EN",3.99419856489776,"4_2_2EN_77"
"X4_2_2_9_EN",4.7082714293026,"4_2_2EN_77"
"X4_2_3_1_EN",4.53347084251601,"4_2_3EN_78"
"X4_2_3_10_EN",6.11205957626596,"4_2_3EN_78"
"X4_2_3_2_EN",2.80594443846806,"4_2_3EN_78"
"X4_2_3_3_EN",7.9966530289585,"4_2_3EN_78"
"X4_2_3_4_EN",7.80177931234499,"4_2_3EN_78"
"X4_2_3_5_EN",3.65271419192372,"4_2_3EN_78"
"X4_2_3_6_EN",5.9314759683483,"4_2_3EN_78"
"X4_2_3_7_EN",1.18395528316906,"4_2_3EN_78"
"X4_2_3_8_EN",3.09144837049364,"4_2_3EN_78"
"X4_2_3_9_EN",7.71956404167426,"4_2_3EN_78"
"X4_2_4_1_EN",4.04216325227522,"4_2_4EN_79"
"X4_2_4_10_EN",6.76285912195509,"4_2_4EN_79"
"X4_2_4_2_EN",2.04656093521136,"4_2_4EN_79"
"X4_2_4_3_EN",5.80090676475746,"4_2_4EN_79"
"X4_2_4_4_EN",5.65616678792717,"4_2_4EN_79"
"X4_2_4_5_EN",4.53049119274131,"4_2_4EN_79"
"X4_2_4_6_EN",2.06633726357821,"4_2_4EN_79"
"X4_2_4_7_EN",3.42156405031578,"4_2_4EN_79"
"X4_2_4_8_EN",7.64347884424917,"4_2_4EN_79"
"X4_2_4_9_EN",2.74378379785808,"4_2_4EN_79"
"X4_2_5_1_EN",5.47494408388294,"4_2_5EN_80"
"X4_2_5_10_EN",4.93061691644748,"4_2_5EN_80"
"X4_2_5_2_EN",4.29213315618135,"4_2_5EN_80"
"X4_2_5_3_EN",8.27708967418629,"4_2_5EN_80"
"X4_2_5_4_EN",8.35180484884033,"4_2_5EN_80"
"X4_2_5_5_EN",4.17990331294819,"4_2_5EN_80"
"X4_2_5_6_EN",6.8861419132152,"4_2_5EN_80"
"X4_2_5_7_EN",7.05893839594606,"4_2_5EN_80"
"X4_2_5_8_EN",1.78359011290812,"4_2_5EN_80"
"X4_2_5_9_EN",5.47820724864735,"4_2_5EN_80"
"X4_2_6_1_EN",5.65802997519852,"4_2_6EN_81"
"X4_2_6_10_EN",7.66249974319884,"4_2_6EN_81"
"X4_2_6_2_EN",5.53241032570273,"4_2_6EN_81"
"X4_2_6_3_EN",4.199506919767,"4_2_6EN_81"
"X4_2_6_4_EN",8.34738965564194,"4_2_6EN_81"
"X4_2_6_5_EN",5.48874496986212,"4_2_6EN_81"
"X4_2_6_6_EN",7.6774964615784,"4_2_6EN_81"
"X4_2_6_7_EN",3.98583517206056,"4_2_6EN_81"
"X4_2_6_8_EN",7.06081566081453,"4_2_6EN_81"
"X4_2_7_1_EN",6.5461203104412,"4_2_7EN_82"
"X4_2_7_10_EN",2.16653575384832,"4_2_7EN_82"
"X4_2_7_2_EN",1.31322479332742,"4_2_7EN_82"
"X4_2_7_3_EN",2.50080172494096,"4_2_7EN_82"
"X4_2_7_4_EN",3.1403136264033,"4_2_7EN_82"
"X4_2_7_5_EN",8.34099390272315,"4_2_7EN_82"
"X4_2_7_6_EN",7.79244020696531,"4_2_7EN_82"
"X4_2_7_7_EN",8.26331837260693,"4_2_7EN_82"
"X4_2_7_8_EN",3.91090854617557,"4_2_7EN_82"
"X4_2_7_9_EN",6.43515409528844,"4_2_7EN_82"
"X4_3_1_1_EN",8.35771912437409,"4_3_1EN_83"
"X4_3_1_10_EN",4.84827841126548,"4_3_1EN_83"
"X4_3_1_2_EN",5.57782060577376,"4_3_1EN_83"
"X4_3_1_3_EN",3.8714823383688,"4_3_1EN_83"
"X4_3_1_4_EN",7.49731541005906,"4_3_1EN_83"
"X4_3_1_5_EN",3.11392747602422,"4_3_1EN_83"
"X4_3_1_6_EN",7.590800905108,"4_3_1EN_83"
"X4_3_1_7_EN",6.17471695547934,"4_3_1EN_83"
"X4_3_1_8_EN",8.34883253716581,"4_3_1EN_83"
"X4_3_1_9_EN",5.81272848426954,"4_3_1EN_83"
"X4_3_2_1_EN",3.37748550095583,"4_3_2EN_84"
"X4_3_2_10_EN",3.71766264948437,"4_3_2EN_84"
"X4_3_2_2_EN",4.3770873057357,"4_3_2EN_84"
"X4_3_2_3_EN",4.4524567991676,"4_3_2EN_84"
"X4_3_2_4_EN",2.16916761250254,"4_3_2EN_84"
"X4_3_2_5_EN",6.56696452943221,"4_3_2EN_84"
"X4_3_2_6_EN",7.55001748826904,"4_3_2EN_84"
"X4_3_2_7_EN",6.91799010676591,"4_3_2EN_84"
"X4_3_2_8_EN",4.21531532532079,"4_3_2EN_84"
"X4_3_2_9_EN",6.04511001090766,"4_3_2EN_84"
"X4_3_3_10_EN",8.35565655505661,"4_3_3EN_85"
"X4_3_3_2_EN",5.18170477806906,"4_3_3EN_85"
"X4_3_3_3_EN",7.49660279687992,"4_3_3EN_85"
"X4_3_3_4_EN",6.79536451075586,"4_3_3EN_85"
"X4_3_3_5_EN",6.19007199324854,"4_3_3EN_85"
"X4_3_3_6_EN",6.40443887727141,"4_3_3EN_85"
"X4_3_3_7_EN",5.13238901033745,"4_3_3EN_85"
"X4_3_3_8_EN",7.64216447247358,"4_3_3EN_85"
"X4_3_3_9_EN",3.46951674039224,"4_3_3EN_85"
"X4_3_4_1_EN",7.78879050335236,"4_3_4EN_86"
"X4_3_4_10_EN",8.32909229744615,"4_3_4EN_86"
"X4_3_4_2_EN",4.30402344245567,"4_3_4EN_86"
"X4_3_4_3_EN",6.55048879714204,"4_3_4EN_86"
"X4_3_4_4_EN",7.0841294190981,"4_3_4EN_86"
"X4_3_4_5_EN",8.07152018736306,"4_3_4EN_86"
"X4_3_4_6_EN",3.12540292836086,"4_3_4EN_86"
"X4_3_4_7_EN",7.08060510053255,"4_3_4EN_86"
"X4_3_4_8_EN",4.88790859351002,"4_3_4EN_86"
"X4_3_4_9_EN",7.98463687447718,"4_3_4EN_86"
"X4_3_5_1_EN",7.53312601055685,"4_3_5EN_87"
"X4_3_5_10_EN",7.61902130246307,"4_3_5EN_87"
"X4_3_5_2_EN",8.35807046981881,"4_3_5EN_87"
"X4_3_5_3_EN",4.44842085739994,"4_3_5EN_87"
"X4_3_5_4_EN",4.83739186114567,"4_3_5EN_87"
"X4_3_5_5_EN",7.35572216887585,"4_3_5EN_87"
"X4_3_5_6_EN",3.05919251871944,"4_3_5EN_87"
"X4_3_5_7_EN",8.01321274994033,"4_3_5EN_87"
"X4_3_5_8_EN",4.22845751150656,"4_3_5EN_87"
"X4_3_5_9_EN",3.37648881155268,"4_3_5EN_87"
"X4_3_6_1_EN",2.85692009136515,"4_3_6EN_88"
"X4_3_6_10_EN",6.35930398681644,"4_3_6EN_88"
"X4_3_6_2_EN",7.39372768589787,"4_3_6EN_88"
"X4_3_6_3_EN",4.37210761384894,"4_3_6EN_88"
"X4_3_6_4_EN",2.43340680413534,"4_3_6EN_88"
"X4_3_6_5_EN",1.57411563561355,"4_3_6EN_88"
"X4_3_6_6_EN",2.9656990252492,"4_3_6EN_88"
"X4_3_6_7_EN",7.25631065717368,"4_3_6EN_88"
"X4_3_6_8_EN",7.05603240458012,"4_3_6EN_88"
"X4_3_6_9_EN",8.32315986786617,"4_3_6EN_88"
"X4_3_7_1_EN",5.78740176215094,"4_3_7EN_89"
"X4_3_7_10_EN",4.19172112080137,"4_3_7EN_89"
"X4_3_7_2_EN",3.71630090301115,"4_3_7EN_89"
"X4_3_7_4_EN",2.49677811151232,"4_3_7EN_89"
"X4_3_7_5_EN",2.58354544247893,"4_3_7EN_89"
"X4_3_7_6_EN",5.86336096606892,"4_3_7EN_89"
"X4_3_7_7_EN",1.92282985138882,"4_3_7EN_89"
"X4_3_7_8_EN",3.08774845826453,"4_3_7EN_89"
"X4_3_7_9_EN",5.811928284939,"4_3_7EN_89"
"X5_1_1_1_EN",8.3446178604784,"5_1_1EN_90"
"X5_1_1_10_EN",7.88534696709264,"5_1_1EN_90"
"X5_1_1_2_EN",6.82658398412164,"5_1_1EN_90"
"X5_1_1_3_EN",3.55859068064336,"5_1_1EN_90"
"X5_1_1_4_EN",8.3537589644316,"5_1_1EN_90"
"X5_1_1_5_EN",6.9548367436344,"5_1_1EN_90"
"X5_1_1_6_EN",6.11954309241215,"5_1_1EN_90"
"X5_1_1_7_EN",8.24068813372095,"5_1_1EN_90"
"X5_1_1_8_EN",8.3415196630163,"5_1_1EN_90"
"X5_1_2_1_EN",2.90686379789327,"5_1_2EN_91"
"X5_1_2_10_EN",8.26199994119382,"5_1_2EN_91"
"X5_1_2_2_EN",4.48817877608379,"5_1_2EN_91"
"X5_1_2_3_EN",3.95941003159215,"5_1_2EN_91"
"X5_1_2_4_EN",4.5219183699563,"5_1_2EN_91"
"X5_1_2_5_EN",4.583385862065,"5_1_2EN_91"
"X5_1_2_6_EN",8.25511727922836,"5_1_2EN_91"
"X5_1_2_7_EN",4.37072282341765,"5_1_2EN_91"
"X5_1_2_8_EN",6.18957304534422,"5_1_2EN_91"
"X5_1_2_9_EN",3.63793281087235,"5_1_2EN_91"
"X5_1_3_1_EN",0.715351038601121,"5_1_3EN_92"
"X5_1_3_10_EN",2.84516111241582,"5_1_3EN_92"
"X5_1_3_2_EN",8.33224895398434,"5_1_3EN_92"
"X5_1_3_3_EN",8.35127335603826,"5_1_3EN_92"
"X5_1_3_4_EN",5.19018491703381,"5_1_3EN_92"
"X5_1_3_5_EN",2.65983803360311,"5_1_3EN_92"
"X5_1_3_6_EN",4.67288917699078,"5_1_3EN_92"
"X5_1_3_7_EN",2.84171398989676,"5_1_3EN_92"
"X5_1_3_8_EN",5.7585473274867,"5_1_3EN_92"
"X5_1_3_9_EN",4.94282421221333,"5_1_3EN_92"
"X5_1_4_1_EN",6.61256597922292,"5_1_4EN_93"
"X5_1_4_10_EN",2.0268934695207,"5_1_4EN_93"
"X5_1_4_2_EN",7.16504419371358,"5_1_4EN_93"
"X5_1_4_3_EN",3.41210584059659,"5_1_4EN_93"
"X5_1_4_4_EN",4.42760046030051,"5_1_4EN_93"
"X5_1_4_5_EN",3.23620190942815,"5_1_4EN_93"
"X5_1_4_6_EN",3.16585202600269,"5_1_4EN_93"
"X5_1_4_7_EN",8.14875890865377,"5_1_4EN_93"
"X5_1_4_8_EN",8.33115332793525,"5_1_4EN_93"
"X5_1_4_9_EN",2.25966068450284,"5_1_4EN_93"
"X5_2_1_1_EN",6.81195929836938,"5_2_1EN_94"
"X5_2_1_10_EN",3.91161806147594,"5_2_1EN_94"
"X5_2_1_2_EN",3.2301786184115,"5_2_1EN_94"
"X5_2_1_3_EN",2.32647829239321,"5_2_1EN_94"
"X5_2_1_4_EN",1.08129083938537,"5_2_1EN_94"
"X5_2_1_5_EN",5.93527237932859,"5_2_1EN_94"
"X5_2_1_6_EN",5.45980030965647,"5_2_1EN_94"
"X5_2_1_7_EN",1.71293034875632,"5_2_1EN_94"
"X5_2_1_8_EN",1.79916705061882,"5_2_1EN_94"
"X5_2_1_9_EN",3.80711898782017,"5_2_1EN_94"
"X5_2_2_1_EN",3.73423205400874,"5_2_2EN_95"
"X5_2_2_10_EN",8.35355769432494,"5_2_2EN_95"
"X5_2_2_2_EN",6.35733346273547,"5_2_2EN_95"
"X5_2_2_3_EN",2.74044145895877,"5_2_2EN_95"
"X5_2_2_4_EN",6.55946765918442,"5_2_2EN_95"
"X5_2_2_5_EN",3.32697897217147,"5_2_2EN_95"
"X5_2_2_6_EN",3.89003893608723,"5_2_2EN_95"
"X5_2_2_7_EN",8.33043199280433,"5_2_2EN_95"
"X5_2_2_8_EN",6.58855749655462,"5_2_2EN_95"
"X5_2_2_9_EN",8.2466695314676,"5_2_2EN_95"
"X5_2_3_1_EN",7.27612382729649,"5_2_3EN_96"
"X5_2_3_10_EN",5.70891584717999,"5_2_3EN_96"
"X5_2_3_2_EN",8.24321411591126,"5_2_3EN_96"
"X5_2_3_3_EN",3.97970572485407,"5_2_3EN_96"
"X5_2_3_4_EN",7.72349645268235,"5_2_3EN_96"
"X5_2_3_5_EN",7.88540285050771,"5_2_3EN_96"
"X5_2_3_6_EN",6.39017260317716,"5_2_3EN_96"
"X5_2_3_7_EN",5.49080869744013,"5_2_3EN_96"
"X5_2_3_8_EN",4.70917808894054,"5_2_3EN_96"
"X5_2_3_9_EN",5.25102298959601,"5_2_3EN_96"
"X5_2_4_1_EN",3.92613727172223,"5_2_4EN_97"
