ID,Ambient_Humidity,Ambient_Temperature,Leaf_Angle,Leaf_Temp_Differential,LEF,Light_Intensity (PAR),NPQt,Phi2,PhiNO,PhiNPQ,Relative_Chlorophyll,time,label,taxon,thickness,thicknessReliable,absorbance_420,absorbance_530,absorbance_605,absorbance_650,absorbance_730,absorbance_850,absorbance_880,absorbance_940,angle,angle_direction,B,baseline,compass,compass_direction,contactless_temp,detector_read1,detector_read2,ecs_initial,ecs_max,ecs_r_squared,ECSt,flatten_slope,FmPrime,FoPrime,Fs,FvP/FmP,G,gH+,humidity,humidity2,light2_raw1,light2_raw2,light2_raw3,light6_raw1,light6_raw2,light6_raw3,light_intensity,light_intensity_raw,MPF_rsquared,MPF_slope,NPQt_MPF,NPQt_noMPF,Phi2_MPF,PhiNPQ_MPF,PhiNPQ_noMPF,pitch,pressure,pressure2,qL,qP,R,ratio_MPF/noMPF_Phi2,ratio_MPF/noMPF_PhiNO,ratio_MPF/noMPF_PhiNPQ,Rel_Chl_intensity,RFd,roll,SPAD_420,SPAD_420_intensity,SPAD_530,SPAD_530_intensity,SPAD_605,SPAD_605_intensity,SPAD_650,SPAD_650_intensity,SPAD_730,SPAD_730_intensity,SPAD_850,SPAD_850_intensity,SPAD_880,SPAD_880_intensity,spad_raw1,spad_raw2,spad_raw3,temperature,temperature2,TimeofDay,vH+,User,Device ID,Latitude,Longitude,Issues,note,photo,status
946687,26.717773,34.68,37.83,-0.63,23.989,82,0.621,0.65,0.216,0.134,35.73847972,8/10/18 16:21,2_2_7_3,Heracleum maximum,0.86,Y,,1.071,1.186,1.442,0.344,0.425,0.455,0.485,37.83,S,39,450.8332519,90,E,34.05,7752,5989,27768.92,27776.08,0.251768586,0.0016,0.0172,13702.872,3417,4794.5,0.751,42,1404.3724,26.717773,27.647461,980,6082.5,13542,9780.5,39166,39174,82,145,-0.999,-8282217.286,,,,,,37.52,759.394043,760.521545,0.617,0.866,87,1.09175,0.63584,0.67063,1,1.858,5.2,139.18,1,58.54,1,70.08,1,35.74,1,-14.1,1,-6.06,1,-2.99,1,95.64,89.61,73.29,34.68,34.799999,16.36194444,0.00000111,harrisonjg,01:12:37:24,43.7577407,-110.9046276,,,,submitted
946686,33.671875,32.939999,34.14,-0.049999,34.334,132,0.691,0.578,0.25,0.172,35.29736117,8/10/18 16:27,2_2_7_4,Heracleum maximum,0.37,Y,,0.945,1.094,1.384,0.29,0.369,0.41,0.438,34.14,W,63,459.3912778,90,E,32.89,7878,8011,28278.34,28301.94,0.174501514,0,0.0124,14669.588,3774,6190.3,0.743,69,0,33.671875,35.047852,1120.5,6936.5,15441,10898.5,43672.5,43666,132,238,-0.997,-7897208.424,,,,,,8.85,759.491394,760.635498,0.475,0.778,144,1.11221,0.6764,0.71041,1,1.37,-33.1,146.34,1,50.7,1,65.56,1,35.3,1,-14.82,1,-6.94,1,-2.84,1,94.52,88.63,72.3,32.939999,33.07,16.46111111,0,harrisonjg,01:12:37:24,43.75760623,-110.9046359,,,,submitted
946685,25.830078,33.099998,11.9,-1.369998,89.918,824,1.762,0.242,0.274,0.483,30.76801891,8/10/18 16:33,2_2_7_5,Heracleum maximum,0.86,Y,1.732,0.92,1.031,1.292,0.298,0.396,0.431,0.461,11.9,NE,362,458.9158319,90,E,31.73,7871,8611,28493.62,28614.2,-0.066737234,0.0018,-0.0054,10094.256,3648,7646.4,0.639,390,8.9031,25.830078,26.639648,1385,8622.5,19200.5,10336.5,41341.5,41340,824,1552,-0.979,-4625795.604,,,,,,-5.27,759.25,760.397217,0.181,0.38,1005,1.51185,0.77915,0.83006,1,0.32,10.68,127.02,1,45.83,1,57.01,1,30.77,1,-16.29,1,-6.53,1,-3.03,1,83.02,76.8,60.46,33.099998,33.189999,16.55666667,0.00019922,harrisonjg,01:12:37:24,43.75778563,-110.9047367,,,,submitted
946684,27.305664,32.68,26.35,-0.83,12.827,41,0.37,0.695,0.222,0.082,38.56242615,8/10/18 16:39,2_2_7_6,Heracleum maximum,0.8,Y,1.821,1.122,1.237,1.512,0.369,0.417,0.456,0.483,26.35,S,20,466.0475202,90,E,31.85,7976,5336,27321.19,27328.72,0.255370732,0,0.0172,17842.865,3911,5438,0.781,22,0,27.305664,27.825195,834.5,5135.5,11423,9824,39291.5,39296,41,73,-1,-10361736.91,,,,,,26.05,758.809692,760.014221,0.64,0.89,45,1.06941,0.57722,0.60226,1,2.281,-4.13,133.76,1,63.81,1,75.35,1,38.56,1,-11.44,1,-6.62,1,-2.69,1,102.81,97.1,80.81,32.68,32.779999,16.6525,0,harrisonjg,01:12:37:24,43.75764825,-110.9044109,1,,,submitted
946683,25.060547,32.540001,12.87,-1.250001,19.116,78,1.392,0.545,0.19,0.265,27.1248523,8/10/18 16:44,2_2_7_7,Heracleum maximum,0.94,Y,1.662,0.874,0.909,1.196,0.29,0.397,0.43,0.459,12.87,S,39,445.3316638,90,E,31.29,7671,9464,28825.05,28843.48,0.234297401,0.0014,0.021,11082.536,3645,5046.7,0.671,44,1977.1523,25.060547,25.762695,1724.5,10744.5,23930,10402,41611,41615.5,78,150,-0.997,-5430031.074,,,,,,12.86,758.744141,759.838257,0.586,0.812,95,1.11559,0.74746,0.7958,1,1.196,-0.18,120.36,1,41.57,1,45.01,1,27.12,1,-16.85,1,-6.18,1,-2.83,1,73.77,67.53,51.19,32.540001,32.610001,16.73861111,7.00E-07,harrisonjg,01:12:37:24,43.75782226,-110.9044804,,,,submitted
946682,26.71875,33.939999,20.26,-1.489999,13.607,74,5.244,0.409,0.095,0.497,37.83379283,8/10/18 16:48,2_2_7_8,Heracleum maximum,0.94,Y,,1.072,1.146,1.478,0.322,0.404,0.443,0.468,20.26,NE,40,451.5124603,90,E,32.45,7762,5946,27181.74,27202.84,0.063472274,0.0005,0.0042,5801.296,3256,3430.8,0.439,46,49.6902,26.71875,26.90918,902,5574.5,12417,10176,40699,40705,74,154,-0.997,-2281501.726,,,,,,-13.29,758.638855,759.801697,0.884,0.931,102,1.16361,0.76857,0.87767,1,0.691,15.43,148.85,1,60.42,1,67.8,1,37.83,1,-14.62,1,-6.37,1,-2.5,1,100.96,95.06,78.72,33.939999,33.990002,16.80722222,0.00000935,harrisonjg,01:12:37:24,43.75782312,-110.9043809,,,,submitted
946681,25.220703,34.630001,18.45,-1.400001,68.847,862,10.802,0.177,0.07,0.753,26.05750295,8/10/18 16:54,2_2_7_9,Heracleum maximum,1.38,Y,1.701,0.954,0.972,1.223,0.331,0.447,0.482,0.513,18.45,NW,398,452.7350354,90,E,33.23,7780,7955,28191.78,28341.3,-0.848401782,NA,-0.1312,3588.106,2538,2951.3,0.293,429,NA,25.220703,25.737305,1620,10097,22478.5,9179.5,36683.5,36682.5,862,1686,-0.983,-1541126.654,,,,,,-7.28,758.946533,760.098022,0.522,0.607,1114,1.88494,0.66615,0.88233,1,0.216,-17,118.83,1,44.06,1,45.87,1,26.06,1,-18.17,1,-6.59,1,-3.09,1,71.06,64.75,48.42,34.630001,34.709999,16.90333333,NA,harrisonjg,01:12:37:24,43.75780244,-110.9045572,1,,,submitted
946680,25.397461,34.389999,6.98,-1.879999,27.342,98,0.792,0.62,0.212,0.168,33.07601418,8/10/18 16:58,2_2_7_10,Heracleum maximum,1.47,Y,1.875,1.026,1.174,1.395,0.357,0.456,0.483,0.506,6.98,S,51,459.4591986,90,E,32.51,7879,6628,27944.45,27962.59,0.221422846,0.0003,0.0163,12602.209,3385,4788.9,0.731,58,14.7871,25.397461,26.168945,1092.5,6759.5,15046,9332,37279,37281,98,195,-1,-9354384.624,,,,,,6.73,758.647827,759.81781,0.599,0.848,125,1.13733,0.60354,0.6506,1,1.632,1.86,136.88,1,52.05,1,66.8,1,33.08,1,-14.85,1,-5.02,1,-2.32,1,88.88,82.88,66.56,34.389999,34.470001,16.97722222,0.00002066,harrisonjg,01:12:37:24,43.75768394,-110.9044292,,,,submitted
946679,29.282227,24.110001,16.49,-2.400001,44.605,272,0.065,0.364,0.597,0.039,3.300512013,8/11/18 11:41,2_3_1_1,Unknown fir,0.81,N,0.551,0.539,0.563,0.536,0.353,0.361,0.393,0.404,16.49,NW,120,378.4975568,90,E,21.71,6687,20758,28744.65,28766.39,-0.369433727,0,-0.0695,9739.957,1745,6190.5,0.821,129,0,29.282227,30.097656,7879.5,49826,65535,11804.5,46914,46928,272,492,-0.999,-2046048.682,,,,,,-7.29,725.357727,726.586487,0.125,0.444,307,1.09437,0.50128,0.50675,1,0.573,-14.83,14.77,1,13.56,1,15.94,1,3.3,1,-5.07,1,-4.28,1,-1.07,1,13.28,6.11,12.65,24.110001,24.040001,11.69555556,0,harrisonjg,01:12:37:24,43.76086426,-110.887581,,,,submitted
946678,25.917969,25.110001,14.71,-1.160001,50.541,217,0.253,0.518,0.385,0.097,-0.555336747,8/11/18 11:49,2_3_1_2,Unknown fir,1.74,N,0.2,0.181,0.128,0.171,0.069,0.144,0.161,0.137,14.71,E,88,254.4741021,90,E,23.95,4861,47578,22369.83,22347.81,0.084057821,NA,0.025,2533.404,518,1222.2,0.796,94,NA,25.917969,26.601562,18262,65535,59432.5,21838.5,65535,65535,217,341,-0.995,-1065791.691,,,,,,1.85,725.443848,726.535156,0.275,0.65,187,1.10879,0.59747,0.61407,1,1.073,14.6,6.35,1,4.49,1,-0.88,1,-0.56,1,-6.72,1,0.71,1,2.47,1,3.49,8.73,31.4,25.110001,25.07,11.82555556,NA,harrisonjg,01:12:37:24,43.76074371,-110.8875296,3,,,submitted
946677,25.749023,28.139999,2.51,-2.329999,164.06,1297,0.704,0.281,0.422,0.297,15.95116187,8/11/18 11:56,2_3_1_3,Unknown fir,1.79,N,0.93,0.92,0.843,0.888,0.408,0.4,0.426,0.434,2.51,W,563,415.8540191,90,E,25.81,7237,8691,30337.48,30327.89,0.407481889,0,0.0452,7923.34,2051,5696.1,0.741,602,0,25.749023,26.489258,3510.5,22087,49185,11018,43811.5,43821,1297,2400,-0.985,-6461179.652,,,,,,0.9,725.633606,726.686768,0.137,0.379,1536,2.18911,0.57176,0.61757,1,0.391,-2.34,49.67,1,48.6,1,40.96,1,15.95,1,-2.59,1,-3.37,1,-0.78,1,45.4,38.47,22.14,28.139999,27.969999,11.93666667,0,harrisonjg,01:12:37:24,43.76080431,-110.887722,1,,,submitted
946676,21.547852,30.450001,23.44,-1.480001,45.829,185,0.259,0.55,0.357,0.092,3.804647499,8/11/18 12:02,2_3_1_4,Unknown fir,2.52,N,0.515,0.466,0.54,0.501,0.36,0.337,0.398,0.356,23.44,S,75,345.7597117,90,E,28.97,6205,25066,26543.79,26536.45,0.170452711,0,0.0381,6530.005,1339,2935.2,0.795,80,0,21.547852,22.208008,8543,53908,65535,13180.5,52740,52760,185,289,-0.999,-2736275.348,,,,,,22.7,725.710754,726.803223,0.316,0.693,158,1.09248,0.6056,0.62224,1,1.225,6.02,15.96,1,11.05,1,18.45,1,3.8,1,0.44,1,-1.9,1,4.19,1,14.56,7.78,17.74,30.450001,30.49,12.03861111,0,harrisonjg,01:12:37:24,43.76080694,-110.8878,1,,,submitted
946675,22.835938,26.85,15.61,0.72,64.052,320,0.106,0.445,0.502,0.053,11.15005908,8/11/18 12:07,2_3_1_5,Unknown fir,1.79,N,0.964,0.954,0.949,0.962,0.54,0.566,0.558,0.63,15.61,SE,142,426.8571952,90,E,27.57,7399,7975,30481.26,30471.72,0.434709725,0,0.0463,11912.006,2201,6613.5,0.815,151,0,22.835938,23.466797,2956.5,18584.5,41384.5,7009,27803,27807,320,589,-0.999,-6098688.572,,,,,,12.2,725.662354,726.734314,0.182,0.546,375,1.18882,0.37334,0.38443,1,0.801,9.81,33.43,1,32.43,1,31.91,1,11.15,1,-9.05,1,-6.42,1,-7.23,1,33.21,26.22,9.89,26.85,26.870001,12.12888889,0,harrisonjg,01:12:37:24,43.76085606,-110.887739,1,,,submitted
946674,21.830078,26.629999,17.24,-0.519999,16.917,61,0.118,0.616,0.343,0.041,4.103977944,8/11/18 12:18,2_3_1_6,Unknown fir,1.61,N,0.431,0.374,0.443,0.412,0.192,0.231,0.263,0.259,17.24,S,27,329.1870266,90,E,26.11,5961,30832,26321.94,26303.41,0.27892271,0,0.0666,7021.315,1309,2694.1,0.814,30,0,21.830078,22.404297,10499.5,65535,65535,16487,65535,65535,61,104,-0.988,-2365064.277,,,,,,16.08,725.780029,726.893738,0.368,0.758,62,1.05489,0.50285,0.51268,1,1.606,-6.31,17.21,1,11.52,1,18.41,1,4.1,1,-6.69,1,-2.79,1,0.48,1,15.32,8.73,27.15,26.629999,26.66,12.31194444,0,harrisonjg,01:12:37:24,43.76045755,-110.8878675,1,,,submitted
946673,22.435547,28.139999,8.23,-1.529999,113.3,1041,0.511,0.242,0.502,0.257,-0.007877117,8/11/18 12:22,2_3_1_7,Unknown fir,1.62,N,0.317,0.272,0.323,0.293,0.206,0.216,0.258,0.244,8.23,SE,457,325.8589054,90,E,26.61,5912,39033,24130.71,24192.55,-0.551057896,NA,-0.1743,2766.174,654,2097.1,0.764,487,NA,22.435547,22.925781,13797.5,65535,62409.5,17035.5,65535,65535,1041,1924,-0.975,-2360745.368,,,,,,6.05,725.746887,726.814819,0.099,0.317,1227,3.26703,0.52086,0.5592,1,0.319,5.6,7.31,1,2.77,1,7.89,1,-0.01,1,-3.81,1,-2.8,1,1.32,1,4.88,8.73,29.28,28.139999,28.09,12.38111111,NA,harrisonjg,01:12:37:24,43.76049095,-110.8877568,2,,,submitted
946672,20.541016,31.129999,6.21,-0.659999,22.398,87,0.199,0.572,0.357,0.071,36.64523905,8/11/18 12:30,2_3_1_8,Unknown fir,3.13,N,,,,,1.031,0.895,0.892,0.977,6.21,S,36,478.2732714,90,E,30.47,8156,809,25670.7,25673.62,-0.376565239,0,-0.0169,16414.158,3237,7023.4,0.803,39,0,20.541016,21.322266,307.5,1821.5,4035.5,3151,12368,12370,87,138,-0.979,-5931971.919,,,,,,6.1,725.464355,726.543152,0.328,0.713,77,1.07318,0.5879,0.60137,2,1.337,-1.15,87.12,2,84.45,2,83.33,2,36.65,2,16.48,2,-2.59,2,-5.94,2,96.79,91.91,75.8,31.129999,31.16,12.51527778,0,harrisonjg,01:12:37:24,43.76041767,-110.8875708,,,,submitted
946671,23.019531,27.41,26.75,0.3,28.437,112,0.149,0.564,0.379,0.056,3.30838913,8/11/18 12:37,2_3_1_9,Unknown fir,1.54,N,0.545,0.532,0.514,0.518,0.208,0.332,0.331,0.385,26.75,E,47,354.0460542,90,E,27.71,6327,21425,28577.05,28570.06,0.064216404,0,0.0102,10780.824,2054,4698,0.809,51,0,23.019531,23.606445,8218,51891,65535,12316.5,49254.5,49270.5,112,179,-0.995,-3604733.744,,,,,,6.47,725.241699,726.398743,0.305,0.697,99,1.06751,0.55655,0.56749,1,1.295,26.01,15.96,1,14.65,1,12.92,1,3.31,1,-17.77,1,-5.32,1,-5.45,1,13.3,6.46,14.77,27.41,27.450001,12.63055556,0,harrisonjg,01:12:37:24,43.76056798,-110.8874836,1,,,submitted
946670,21.679688,26.959999,13.42,-0.529999,25.477,110,0.787,0.515,0.272,0.214,-0.980701063,8/11/18 12:44,2_3_1_10,Unknown fir,0.93,N,0.148,0.137,0.125,0.122,0.078,0.092,0.144,0.098,13.42,SW,48,269.1450037,90,E,26.43,5077,53199,21989.25,22017.41,-0.206903565,NA,-0.0652,1981.91,531,961.9,0.732,51,NA,21.679688,22.233398,20448,65535,60128.5,23849.5,65535,65535,110,179,-1,-406600.99,,,,,,11.05,725.21814,726.325623,0.388,0.703,101,1.04703,0.86928,0.88472,1,1.061,-7.66,4.96,1,3.86,1,2.7,1,-0.98,1,-2,1,-0.67,1,4.62,1,2.41,8.73,30.89,26.959999,26.98,12.74083333,NA,harrisonjg,01:12:37:24,43.76054256,-110.8874407,2,,,submitted
946669,24.169922,26.17,16.54,-1.32,30.157,130,0.126,0.516,0.43,0.054,5.683339898,8/11/18 13:04,2_3_2_1,Unknown pine,2.78,N,0.757,0.646,0.804,0.742,0.538,0.467,0.518,0.549,16.54,SE,56,437.4528463,90,E,24.85,7555,16243,28602.82,28604.16,0.004385228,0,0.0006,13542.581,2539,6561.2,0.812,60,0,24.169922,24.841797,4906,30935,65535,8448,33548,33556,130,212,-0.999,-5053673.323,,,,,,13.55,725.056091,726.166321,0.246,0.634,120,1.09353,0.49483,0.50545,1,1.064,9.57,20.82,1,9.75,1,25.54,1,5.68,1,-1.09,1,-8.2,1,-3.13,1,19.33,12.25,-1.92,26.17,26.17,13.08194444,0,harrisonjg,01:12:37:24,43.76081628,-110.8875199,1,,,submitted
946668,24.429688,27.5,14.12,-0.5,136.3,1495,0.76,0.203,0.453,0.344,7.892871209,8/11/18 13:10,2_3_2_2,Unknown pine,2.39,N,0.869,0.814,0.846,0.827,0.573,0.56,0.61,0.578,14.12,S,651,452.5312729,90,E,27,7777,11131,30328.13,30334.85,0.064796175,0.0005,0.0066,10727.971,2844,8554.5,0.735,694,954.6711,24.429688,24.879883,4035.5,25410,56610,7908,31391.5,31396.5,1495,2746,-0.981,-6931915.353,,,,,,13.95,725.085754,726.183777,0.092,0.276,1744,2.70494,0.65129,0.69122,1,0.254,2.17,29.09,1,23.66,1,26.79,1,7.89,1,-0.43,1,-1.76,1,3.23,1,24.94,17.91,1.55,27.5,27.450001,13.18194444,4.90E-07,harrisonjg,01:12:37:24,43.76075437,-110.8873926,,,,submitted
946667,18.695312,31.889999,9.09,-2.919999,25.318,109,0.383,0.516,0.35,0.134,9.858211894,8/11/18 13:16,2_3_2_3,Unknown pine,1.75,N,0.962,0.932,0.94,0.913,0.571,0.569,0.6,0.614,9.09,S,47,435.4152211,90,E,28.97,7525,8526,30536.01,30534,0.313314574,0,0.0317,14171.306,3129,6856.6,0.779,49,0,18.695312,19.500977,3309,20812.5,46346,7273,28896.5,28906,109,174,-1,-4381470.307,,,,,,8.65,725.124512,726.138306,0.302,0.662,97,1.07385,0.74229,0.75805,1,1.067,2.79,34.77,1,31.8,1,32.56,1,9.86,1,-4.27,1,-4.48,1,-1.41,1,29.93,22.98,6.65,31.889999,31.83,13.27805556,0,harrisonjg,01:12:37:24,43.76048916,-110.8874208,1,,,submitted
946666,20.373047,29.620001,13.5,-2.330001,24.21,94,0.239,0.572,0.345,0.083,13.67073651,8/11/18 13:22,2_3_2_4,Unknown pine,2.85,N,1.051,0.996,0.985,0.973,0.605,0.524,0.571,0.577,13.5,W,40,420.0651112,90,E,27.29,7299,7335,30521.02,30505.13,0.407362028,0,0.0398,13918.36,2818,5952.3,0.798,43,0,20.373047,21.041992,2883,18112.5,40334.5,7920,31487,31502,94,151,-0.996,-4293608.183,,,,,,3.94,725.016113,726.163452,0.34,0.718,85,1.05933,0.66819,0.68115,1,1.338,-12.92,47.41,1,41.92,1,40.78,1,13.67,1,2.77,1,-5.33,1,-0.65,1,39.61,32.74,16.42,29.620001,29.66,13.37138889,0,harrisonjg,01:12:37:24,43.76049602,-110.8874415,1,,,submitted
946665,18.873047,28.1,11.38,-1.95,14.658,57,0.41,0.571,0.304,0.125,11.71327294,8/11/18 13:26,2_3_2_5,Unknown pine,2.74,N,0.973,0.871,0.921,0.921,0.529,0.517,0.566,0.575,11.38,S,24,430.1853164,90,E,26.15,7448,9773,30365.34,30373.65,-0.011392926,0,-0.0012,15979.868,3582,6847.8,0.776,26,0,18.873047,19.134766,3249.5,20431,45519.5,7960.5,31661,31671,57,92,-0.984,-5756532.858,,,,,,10.75,724.971863,726.099548,0.385,0.737,53,1.06714,0.72399,0.74197,1,1.334,3.77,39.83,1,29.63,1,34.61,1,11.71,1,-4.59,1,-5.82,1,-0.9,1,34.64,27.75,11.4,28.1,28.15,13.43611111,0,harrisonjg,01:12:37:24,43.76049602,-110.8874415,,,,submitted
946664,20.307617,27.18,19.84,-2.47,29.977,116,0.099,0.574,0.387,0.038,19.49980307,8/11/18 13:33,2_3_2_6,Unknown pine,2.66,N,1.117,1.114,1.108,1.115,0.494,0.533,0.553,0.571,19.84,SW,49,465.9795993,90,E,24.71,7975,5444,29822.56,29806.63,0.578310903,0,0.0636,18016.485,3311,7670,0.816,53,0,20.307617,20.959961,2081,13029,29010,8038,31909,31920,116,187,-1,-7419120.67,,,,,,17.21,725.157349,726.262939,0.304,0.704,105,1.08075,0.41586,0.42552,1,1.349,-10.02,54.65,1,54.36,1,53.77,1,19.5,1,-7.7,1,-3.74,1,-1.78,1,54.41,47.63,31.31,27.18,27.200001,13.56472222,0,harrisonjg,01:12:37:24,43.76035437,-110.8875559,1,,,submitted
946663,21.095703,27.709999,0.92,-2.139999,54.619,221,0.222,0.549,0.369,0.082,2.50098464,8/11/18 13:46,2_3_2_7,Unknown pine,2.2,N,0.692,0.651,0.674,0.671,0.485,0.523,0.545,0.558,0.92,S,92,350.9216956,90,E,25.57,6281,16231,28596.65,28581.33,0.249272227,0,0.0362,8590.236,1720,3872.4,0.8,99,0,21.095703,21.787109,5781.5,36460,65535,8265.5,32839.5,32856,221,359,-0.998,-4462266.774,,,,,,0.9,725.067749,726.246582,0.305,0.687,203,1.11827,0.52162,0.53901,1,1.218,-0.18,13.34,1,9.3,1,11.51,1,2.5,1,-7.38,1,-3.52,1,-1.3,1,11.25,4.18,-2.83,27.709999,27.73,13.7825,0,harrisonjg,01:12:37:24,43.7606549,-110.8876181,1,,,submitted
946662,21.091797,28.09,7.24,-1.7,48.317,214,0.108,0.502,0.45,0.049,4.730208744,8/11/18 13:52,2_3_2_8,Unknown pine,1.29,N,0.52,0.517,0.458,0.504,0.295,0.331,0.379,0.335,7.24,S,91,340.0543611,90,E,26.39,6121,22202,28820.32,28782.31,0.382564191,0,0.072,8382.918,1551,4176.9,0.815,97,0,21.091797,21.706055,8487,53624,65535,13824,55366,55377.5,214,346,-0.999,-4153144.551,,,,,,7,725.191467,726.338257,0.229,0.616,193,1.13874,0.38663,0.39771,1,1.007,1.86,18.51,1,18.17,1,12.28,1,4.73,1,-3.98,1,-0.37,1,4.4,1,16.91,10.12,19.84,28.09,28.1,13.86944444,0,harrisonjg,01:12:37:24,43.76053821,-110.8877368,1,,,submitted
946661,21.099609,27.790001,12.58,-2.020001,39.15,159,0.068,0.547,0.424,0.029,26.34501772,8/11/18 13:59,2_3_2_9,Unknown pine,2.48,N,1.607,1.483,1.539,1.534,0.815,0.764,0.811,0.816,12.58,SE,65,441.1205717,90,E,25.77,7609,2308,29707.12,29711.5,-0.085554741,0,-0.0077,14116.323,2534,6392.2,0.821,69,0,21.099609,21.801758,792.5,4881,10854,4567,18047,18047,159,246,-0.998,-6269255.265,,,,,,5.08,725.344666,726.473755,0.264,0.667,133,1.09841,0.31902,0.32676,1,1.208,11.52,79.14,1,66.64,1,72.27,1,26.35,1,-0.12,1,-5.21,1,-0.56,1,71.79,65.52,49.24,27.790001,27.809999,13.98472222,0,harrisonjg,01:12:37:24,43.76061528,-110.887863,,,,submitted
946660,20.147461,28.32,7.21,-1.8,189.234,1364,0.833,0.308,0.377,0.314,15.66364711,8/11/18 14:04,2_3_2_10,Unknown pine,2.23,N,1.272,1.219,1.206,1.238,0.753,0.742,0.711,0.792,7.21,S,592,471.8207916,90,E,26.52,8061,4345,29971.23,29973.13,-0.13467945,0,-0.0109,7234.126,1975,5003.8,0.727,631,0,20.147461,20.770508,1565,9764.5,21718,4830.5,19070,19067,1364,2545,-0.988,-5858984.29,,,,,,7.03,725.160767,726.310608,0.167,0.424,1644,1.90244,0.58988,0.64076,1,0.446,-1.63,48.07,1,42.69,1,41.41,1,15.66,1,-3.88,1,-4.94,1,-8.04,1,44.67,37.8,21.5,28.32,28.33,14.07972222,0,harrisonjg,01:12:37:24,43.76082861,-110.8878239,1,,,submitted
946659,20.313477,32.27,17.44,-4.52,144.391,1737,0.792,0.185,0.455,0.36,28.83418669,8/11/18 14:19,2_3_3_1,Chamaenerion angustifolium var. angustifolium,0.59,Y,1.303,1.093,1.132,1.229,0.357,0.395,0.418,0.447,17.44,E,753,453.4821647,90,E,27.75,7791,5753,28419.46,28518.27,-0.352902572,0.0015,-0.0287,10275.306,2760,8377.2,0.731,803,24.4015,20.313477,21.125977,1601,9991.5,22244,10672.5,42597,42607,1737,3185,-0.995,-4979623.489,,,,,,2.5,725.008423,726.053467,0.083,0.253,2022,2.08686,0.72378,0.75656,1,0.227,17.27,85.57,1,64.58,1,68.48,1,28.83,1,-9.07,1,-5.2,1,-2.9,1,78.11,71.7,55.38,32.27,32.200001,14.32944444,0.00006115,harrisonjg,01:12:37:24,43.76067911,-110.8874985,,,,submitted
946658,19.419922,34.18,14.35,-3.61,198.184,1159,1.733,0.38,0.227,0.393,9.826703427,8/11/18 14:22,2_3_3_2,Chamaenerion angustifolium var. angustifolium,0.48,Y,0.709,0.694,0.707,0.734,0.329,0.384,0.393,0.436,14.35,SE,504,406.5488639,90,E,30.57,7100,14972,28362.67,28362.47,0.073630331,0,0.008,5396.351,1937,3345.8,0.641,538,0,19.419922,20.649414,4995,31498,65535,10960,43771,43784.5,1159,2126,-0.995,-4632028.657,,,,,,5.78,724.971558,725.994324,0.343,0.593,1349,1.60122,0.60609,0.69574,1,0.613,13.15,27.35,1,25.83,1,27.14,1,9.83,1,-10.72,1,-5.18,1,-4.3,1,29.85,23.02,9.64,34.18,34.169998,14.375,0,harrisonjg,01:12:37:24,43.76064647,-110.8874796,1,,,submitted
946657,16.228516,35.259998,14.61,-3.439998,152.349,1570,0.872,0.216,0.419,0.365,23.39109886,8/11/18 14:25,2_3_3_3,Chamaenerion angustifolium var. angustifolium,1.19,Y,1.132,0.969,1.1,1.147,0.403,0.457,0.486,0.504,14.61,NE,683,433.2417542,90,E,31.82,7493,7835,29718.99,29758.47,-0.173567587,0.0007,-0.0167,8688.712,2409,6815.1,0.723,728,6.0703,16.228516,16.764648,1930.5,12084.5,26897.5,9360.5,37365.5,37369,1570,2887,-0.995,-4453044.079,,,,,,-7.9,724.598572,725.633606,0.105,0.298,1836,1.8426,0.71821,0.75461,1,0.275,12.33,62.8,1,46.41,1,59.53,1,23.39,1,-10.16,1,-4.79,1,-1.89,1,64.29,57.75,41.43,35.259998,35.290001,14.42777778,0.00010797,harrisonjg,01:12:37:24,43.76071408,-110.8873427,,,,submitted
946656,18.263672,36.209999,11.35,-3.139999,138.842,1439,0.369,0.214,0.574,0.212,1.059472233,8/11/18 14:27,2_3_3_4,Chamaenerion angustifolium var. angustifolium,0.41,Y,0.267,0.257,0.281,0.265,0.147,0.167,0.207,0.189,11.35,SW,627,338.0167359,90,E,33.07,6091,40799,24615,24660.87,-0.297391937,NA,-0.0867,5452.79,1195,4283.6,0.781,672,NA,18.263672,19.444336,14737,65535,59346.5,19367.5,65535,65535,1439,2651,-1,-2286428.473,,,,,,8.67,724.685181,725.688416,0.077,0.275,1685,1.59984,0.66644,0.68614,1,0.273,-7.36,7.8,1,6.85,1,9.21,1,1.06,1,-4.12,1,-2.15,1,1.79,1,7.59,8.73,31.46,36.209999,36.25,14.46111111,NA,harrisonjg,01:12:37:24,43.76066159,-110.8873073,2,,,submitted
